Rank,FinalWorth,PersonName,Source,Industries,CountryOfCitizenship,Gender,BirthDate,LastName,WealthList,EstWorthPrev,FamilyList
1310,2389.814,Andrei Bokarev,"Metals, mining",['Manufacturing'],Russia,M,-100742400000.0,Bokarev,False,2389.814385,False
1296,2407.309,Herbert Sy,Diversified,['Diversified'],Philippines,M,-418176000000.0,Sy,False,2387.849608,False
1322,2375.366,Mang Yee Chu & family,Real estate,['Real Estate'],China,M,-315619200000.0,Chu,False,2387.7609,False
1313,2386.387,Bruce Karsh,Private equity,['Finance & Investments'],United States,M,-449020800000.0,Karsh,False,2386.38663,False
1320,2376.732,Reinold Geiger,Beauty products,['Fashion & Retail'],Austria,M,-709430400000.0,Geiger,False,2381.86014,False
1316,2381.145,Domenico Dolce,Luxury goods,['Fashion & Retail'],Italy,M,-359337600000.0,Dolce,False,2381.144521,False
1316,2381.145,Stefano Gabbana,Luxury goods,['Fashion & Retail'],Italy,M,-225072000000.0,Gabbana,False,2381.144521,False
1319,2377.172,Mitchell Goldhar,Real estate,['Real Estate'],Canada,M,-267148800000.0,Goldhar,False,2378.142015,False
1295,2409.322,An Kang,Pharmaceuticals,['Healthcare'],China,M,-662688000000.0,An,False,2377.203459,False
1301,2402.06,Thi Phuong Thao Nguyen,Airlines,['Diversified'],Vietnam,F,13564800000.0,Nguyen,False,2375.003077,False
1323,2373.16,Roberto Irineu Marinho,Media,['Media & Entertainment'],Brazil,M,-701222400000.0,Marinho,False,2373.160061,False
1324,2373.0,Sylvia Stroeher,Cosmetics,['Fashion & Retail'],Germany,F,-460512000000.0,Stroeher,False,2373.0,False
1213,2592.337,Xie Liangzhi & family,Biotech ,['Healthcare'],China,M,-126230400000.0,Xie,False,2370.477896,False
1325,2370.0,Henry Davis,Beef processing,['Food & Beverage'],United States,M,-595641600000.0,Davis,False,2370.0,False
1274,2438.397,Eugene Murtagh,Building materials,['Manufacturing'],Ireland,M,-868665600000.0,Murtagh,False,2367.455584,False
1327,2367.089,Dieter Schnabel,Chemicals,['Manufacturing'],Germany,M,-757382400000.0,Schnabel,False,2367.088526,False
1329,2361.197,William Stone,Software ,['Technology'],United States,M,-464918400000.0,Stone,False,2367.00218,False
1328,2365.707,Andreas Pohl,Mutual funds,['Finance & Investments'],Germany,M,-171331200000.0,Pohl,False,2365.706919,False
1326,2367.97,Wolfgang Leitner,Engineering,['Construction & Engineering'],Austria,M,-529113600000.0,Leitner,False,2360.931994,False
1288,2419.427,Dong Jinggui,Electric scooters,['Automotive'],China,M,,Dong,False,2358.60329,False
1334,2343.689,Sol Daurella,Coca-Cola bottler,['Food & Beverage'],Spain,F,-126230400000.0,Daurella,False,2357.830721,False
1332,2352.0,David Fong,Real estate,['Real Estate'],Hong Kong,M,-397440000000.0,Fong,False,2352.0,False
1333,2348.4,David Walentas,Real estate,['Real Estate'],United States,M,-991008000000.0,Walentas,False,2348.4,False
1335,2343.338,Stephen Lansdown,Financial services,['Finance & Investments'],Guernsey,M,-547171200000.0,Lansdown,False,2340.271965,False
1347,2310.719,Tor Peterson,Commodities,['Metals & Mining'],United States,M,-170467200000.0,Peterson,False,2336.010565,False
1314,2384.602,Ulrike Baro,Biopharmaceuticals,['Healthcare'],Germany,F,,Baro,False,2329.519725,False
1331,2355.715,Basudeo Singh,Pharmaceuticals,['Healthcare'],India,M,-918777600000.0,Singh,False,2328.676126,False
1336,2326.9,David Nahmad,Art collection,['Fashion & Retail'],Monaco,M,-716947200000.0,Nahmad,False,2326.9,False
1343,2319.56,Augusto Perfetti,Candy,['Food & Beverage'],Italy,M,,Perfetti,False,2319.560335,False
1343,2319.56,Giorgio Perfetti,Candy,['Food & Beverage'],Italy,M,,Perfetti,False,2319.560335,False
1346,2312.143,David Wertheim,Coca-Cola Israel,['Food & Beverage'],Israel,M,-378691200000.0,Wertheim,False,2319.393925,False
1349,2306.499,Masateru Uno & family,drugstores,['Fashion & Retail'],Japan,M,-722736000000.0,Uno,False,2317.055209,False
1345,2315.17,Arvind Tiku,"Oil & gas, investments",['Energy'],India,M,4492800000.0,Tiku,False,2315.17,False
1338,2323.353,Lim Kok Thay,Casinos ,['Gambling & Casinos'],Malaysia,M,-580003200000.0,Lim,False,2313.35924,False
1342,2320.04,Tran Dinh Long,Steel,['Manufacturing'],Vietnam,M,-283996800000.0,Tran Dinh,False,2311.549286,False
1318,2377.706,Zhu Xingming,Electrical equipment,['Manufacturing'],China,M,-89596800000.0,Zhu,False,2310.947846,False
1355,2292.781,Lam Kong,Pharmaceuticals,['Healthcare'],China,M,-175046400000.0,Lam,False,2310.223309,False
1348,2309.841,Paul-Heinz Wesjohann & family,Chicken processing,['Food & Beverage'],Germany,M,-839635200000.0,Wesjohann,False,2309.840997,False
1352,2301.329,Michael Minhong Yu,Education,['Service'],China,M,-252460800000.0,Yu,False,2308.904,False
1337,2325.075,Kie Chie Wong,Investments,['Metals & Mining'],Malaysia,M,-686188800000.0,Wong,False,2308.162927,False
1315,2382.982,Du Jiangtao & family,Chemicals,['Manufacturing'],China,M,-3888000000.0,Du,False,2307.624883,False
1339,2322.36,Patrick Hanrahan,Software,['Technology'],United States,M,-462412800000.0,Hanrahan,False,2304.1916,False
1302,2400.589,Lu Weiding,Diversified,['Diversified'],China,M,36633600000.0,Lu,False,2303.279615,False
1353,2300.552,T.Y. Tsai,Finance,['Finance & Investments'],Taiwan,M,-536457600000.0,Tsai,False,2300.552453,False
1354,2300.0,Stephan Schmidheiny,Investments,['Finance & Investments'],Switzerland,M,-699840000000.0,Schmidheiny,False,2300.0,False
1312,2388.836,Atul Ruia,Real estate,['Real Estate'],India,M,36374400000.0,Ruia,False,2298.858669,False
1359,2279.335,Lottie Tham & family,H&M,['Fashion & Retail'],Sweden,F,-653443200000.0,Tham,False,2294.787059,False
1289,2418.992,Alexander Karp,Software firm,['Technology'],United States,M,-71107200000.0,Karp,False,2292.01298,False
1356,2289.559,Julio Bozano,Banking,['Finance & Investments'],Brazil,M,-1070323200000.0,Bozano,False,2290.926291,False
1358,2283.621,Airat Shaimiev,"Refinery, chemicals",['Energy'],Russia,M,-246844800000.0,Shaimiev,False,2283.621295,False
1369,2259.806,Karin Schick,Information technology,['Technology'],Germany,F,,Schick,False,2278.964106,False
1364,2268.972,Arnout Schuijff,Payments software,['Technology'],Netherlands,M,-69811200000.0,Schuijff,False,2278.241191,False
1360,2278.229,Georg Haub,Retail,['Fashion & Retail'],Germany,M,-252460800000.0,Haub,False,2278.229007,False
1351,2302.617,Jared Isaacman,Payment processing,['Technology'],United States,M,413769600000.0,Isaacman,False,2276.547904,False
1357,2289.39,Paul Foster,Oil refining,['Energy'],United States,M,-386035200000.0,Foster,False,2275.17704,False
1361,2274.501,Stefan Soloviev,"Real estate, grains",['Real Estate'],United States,M,169862400000.0,Soloviev,False,2274.501238,False
1350,2306.18,Prem Kumar Arora,Pharmaceuticals,['Healthcare'],India,M,-987984000000.0,Arora,False,2273.223551,False
1371,2257.982,Ben Silbermann,Social media,['Media & Entertainment'],United States,M,395452800000.0,Silbermann,False,2271.899242,False
1362,2271.809,Yvonne Bauer,"Magazines, media ",['Media & Entertainment'],Germany,F,228441600000.0,Bauer,False,2271.809196,False
1363,2270.0,Mark Davis,Las Vegas Raiders,['Sports'],United States,M,-461548800000.0,Davis,False,2270.0,False
1262,2468.393,Huang Li,Imaging systems,['Technology'],China,M,-205632000000.0,Huang,False,2268.573877,False
1387,2235.068,Ruan Hongliang,Glass,['Manufacturing'],China,M,-283996800000.0,Ruan,False,2267.740371,False
1366,2266.806,James Jannard,Sunglasses,['Fashion & Retail'],United States,M,-649036800000.0,Jannard,False,2266.806,False
1368,2263.0,John Armitage,Hedge funds,['Finance & Investments'],Ireland,M,-318297600000.0,Armitage,False,2263.0,False
1365,2267.594,Solomon Lew,Retail,['Fashion & Retail'],Australia,M,-782006400000.0,Lew,False,2261.689239,False
1372,2255.947,Mi Enhua,Retail,['Fashion & Retail'],China,M,-370915200000.0,Mi,False,2257.937181,False
1375,2253.656,Riley Bechtel & family,"Engineering, construction",['Construction & Engineering'],United States,M,-560822400000.0,Bechtel,False,2253.656493,False
1376,2252.468,Bob Ell,Real estate,['Real Estate'],Australia,M,-789782400000.0,Ell,False,2252.467922,False
1379,2243.236,William Boyd & family,"Casinos, banking",['Gambling & Casinos'],United States,M,-1204243200000.0,Boyd,False,2251.25528,False
1377,2248.0,Tom Ford,Fashion,['Fashion & Retail'],United States,M,-263433600000.0,Ford,False,2248.0,False
1390,2229.483,Filiz Sahenk,Diversified,['Diversified'],Turkey,F,-90892800000.0,Sahenk,False,2246.182555,False
1378,2246.0,Irving Grousbeck & family,"Telecommunication, sports",['Sports'],United States,M,-1118793600000.0,Grousbeck,False,2246.0,False
1367,2265.045,Anthony Wood,Roku ,['Technology'],United States,M,-128649600000.0,Wood,False,2243.799459,False
1380,2243.0,Alex Shevchenko,Software,['Technology'],Canada,M,315532800000.0,Shevchenko,False,2243.0,False
1380,2243.0,Max Lytvyn,Software,['Technology'],Canada,M,315532800000.0,Lytvyn,False,2243.0,False
1389,2233.103,Kamal Ghaffarian,"Space, energy",['Energy'],United States,M,-368582400000.0,Ghaffarian,False,2239.247418,False
1385,2236.544,Noam Gottesman,Hedge funds,['Finance & Investments'],United States,M,-271641600000.0,Gottesman,False,2239.01896,False
1384,2236.786,Rolf Gerling,Insurance,['Finance & Investments'],Germany,M,-474854400000.0,Gerling,False,2236.785561,False
1386,2236.3,David Blitzer,Sports,['Sports'],United States,M,-10022400000.0,Blitzer,False,2236.3,False
1373,2253.702,Jonathan Kwok,Real Estate,['Real Estate'],Hong Kong,M,699408000000.0,Kwok,False,2235.053157,False
1374,2253.689,Geoffrey Kwok,Real estate,['Real Estate'],Hong Kong,M,483753600000.0,Kwok,False,2235.040023,False
1408,2191.037,William Lauder,Estee Lauder,['Fashion & Retail'],United States,M,-306892800000.0,Lauder,False,2233.542722,False
1392,2226.948,Michael Ying,Retail,['Fashion & Retail'],Hong Kong,M,-633830400000.0,Ying,False,2226.947906,False
1394,2225.861,Yeung Kin-man,Electronics,['Manufacturing'],Hong Kong,M,-181526400000.0,Yeung,False,2225.861297,False
1395,2223.158,Lutz Mario Helmig & family,Hospitals,['Healthcare'],Germany,M,-736646400000.0,Helmig,False,2222.266783,False
1396,2222.0,Jeffrey Gundlach,Investments,['Finance & Investments'],United States,M,-347155200000.0,Gundlach,False,2222.0,False
1383,2241.021,Harley Sy,Diversified ,['Diversified'],Philippines,M,-334108800000.0,Sy,False,2221.588092,False
1397,2221.487,Reinfried Pohl Jr,Mutual funds,['Finance & Investments'],Germany,M,-320803200000.0,Pohl,False,2221.486893,False
1399,2219.661,Tseng Cheng,Petrochemicals,['Manufacturing'],Taiwan,M,-255139200000.0,Tseng,False,2219.660503,False
1340,2321.835,Wang Xicheng & family,Tires,['Manufacturing'],China,M,-667958400000.0,Wang,False,2217.874057,False
1388,2233.694,Wang Yanqing & family,Electrical equipment,['Manufacturing'],China,M,-117936000000.0,Wang,False,2217.198079,False
1406,2192.665,Zhang Hongwei,"Oil, banking",['Diversified'],China,M,-473904000000.0,Zhang,False,2214.87873,False
1393,2226.715,Abhay Soi,Healthcare,['Healthcare'],India,M,114566400000.0,Soi,False,2211.570122,False
1401,2208.884,Tang Yiu,Fashion retail,['Fashion & Retail'],Hong Kong,M,-1128297600000.0,Tang,False,2208.883796,False
1403,2200.0,Cameron Adams,Software,['Technology'],Australia,M,315014400000.0,Adams,False,2200.0,False
1403,2200.0,Oren Zeev,Investments,['Finance & Investments'],Israel,M,-166406400000.0,Zeev,False,2200.0,False
1398,2220.733,R.G. Chandramogan,Dairy,['Food & Beverage'],India,M,-657590400000.0,Chandramogan,False,2195.741443,False
1416,2176.846,Lee Yeow Seng,"Palm oil, property",['Real Estate'],Malaysia,M,252460800000.0,Lee,False,2194.924761,False
1370,2259.617,Ajay Parekh,Adhesives,['Manufacturing'],India,M,-395280000000.0,Parekh,False,2193.388219,False
1424,2169.008,Martin Bouygues,"Construction, media",['Construction & Engineering'],France,M,,Bouygues,False,2191.104169,False
1424,2169.008,Olivier Bouygues,"Construction, media",['Construction & Engineering'],France,M,-609033600000.0,Bouygues,False,2191.104169,False
1411,2187.592,Lee Bass,"Oil, investments",['Energy'],United States,M,-429408000000.0,Bass,False,2191.06575,False
1402,2202.493,Pavel Baudis,Software,['Technology'],Czech Republic,M,-303955200000.0,Baudis,False,2189.591572,False
1410,2189.195,Chao Teng-hsiung,Real estate,['Real Estate'],Taiwan,M,-796608000000.0,Chao,False,2189.195261,False
1405,2198.061,Andrew Tan,Diversified,['Diversified'],Philippines,M,-565401600000.0,Tan,False,2187.167716,False
1414,2182.374,Dennis Gillings,Clinical trials,['Healthcare'],United Kingdom,M,-810604800000.0,Gillings,False,2186.19679,False
1413,2184.0,Clayton Zekelman,Steel,['Manufacturing'],Canada,M,-31536000000.0,Zekelman,False,2184.0,False
1427,2167.973,Luiz Frias,mobile payments,['Technology'],Brazil,M,-212716800000.0,Frias,False,2181.633702,False
1457,2125.734,Guilherme Benchimol,financial services,['Finance & Investments'],Brazil,M,205545600000.0,Benchimol,False,2178.5779,False
1382,2241.504,Narendrakumar Parekh,Adhesives,['Manufacturing'],India,M,-1000684800000.0,Parekh,False,2178.569425,False
1417,2174.806,Adam Neumann,WeWork ,['Real Estate'],Israel,M,291772800000.0,Neumann,False,2174.982391,False
1418,2174.686,Shmuel Harlap,Automotive,['Automotive'],Israel,M,-793152000000.0,Harlap,False,2174.685962,False
1420,2172.547,Devi Shetty,Healthcare,['Healthcare'],India,M,-536457600000.0,Shetty,False,2174.275311,False
1412,2185.658,Anand Burman,Consumer goods,['Food & Beverage'],India,M,-557280000000.0,Burman,False,2173.466013,False
1419,2173.334,Liang Xinjun,Investments,['Finance & Investments'],Singapore,M,-39484800000.0,Liang,False,2173.333624,False
1409,2190.594,Teresita Sy-Coson,Diversified,['Diversified'],Philippines,F,-607564800000.0,Sy-Coson,False,2172.061877,False
1407,2192.359,Adam Kwok,Real estate,['Real Estate'],Hong Kong,M,418003200000.0,Kwok,False,2170.069402,False
1421,2170.0,Shlomo Kramer,"Software, investments",['Technology'],Israel,M,-120009600000.0,Kramer,False,2170.0,False
1426,2168.973,Jim Thompson,Logistics ,['Logistics'],United Kingdom,M,-945648000000.0,Thompson,False,2168.973,False
1470,2111.729,Stephen Rubin,Sports apparel,['Fashion & Retail'],United Kingdom,M,-1035331200000.0,Rubin,False,2166.645856,False
1430,2163.166,Yuzhu Shi,"Online games, investments",['Diversified'],China,M,-231465600000.0,Shi,False,2165.376943,False
1429,2163.877,Howard Marks,Private equity,['Finance & Investments'],United States,M,-747705600000.0,Marks,False,2164.073514,False
1400,2211.105,Kailashchandra Nuwal,Industrial explosives,['Manufacturing'],India,M,-394156800000.0,Nuwal,False,2158.457457,False
1431,2157.12,Dermot Desmond,Finance,['Finance & Investments'],Ireland,M,-615513600000.0,Desmond,False,2157.164555,False
1423,2169.35,Julio Ponce Lerou,Fertilizer,['Metals & Mining'],Chile,M,-761616000000.0,Ponce Lerou,False,2156.806101,False
1452,2131.206,Cheng Yixiao,Video streaming app,['Media & Entertainment'],China,M,441763200000.0,Cheng,False,2155.65689,False
1433,2152.675,Lam Wai-ying,Smartphone screens,['Manufacturing'],Hong Kong,F,,Lam,False,2152.674976,False
1444,2137.513,Timothy Boyle,Columbia Sportswear,['Fashion & Retail'],United States,M,-641174400000.0,Boyle,False,2152.02822,False
1432,2156.126,Paul Saville,Homebuilder ,['Real Estate'],United States,M,-443404800000.0,Saville,False,2145.140115,False
1442,2139.8,Bahaa Hariri,"Real estate, investments",['Real Estate'],Lebanon,M,-116294400000.0,Hariri,False,2139.8,False
1443,2139.5,Leonid Radvinsky,E-commerce,['Technology'],United States,M,391564800000.0,Radvinsky,False,2139.5,False
1437,2144.037,Alan Wilson,Retailing,['Fashion & Retail'],Australia,M,-920764800000.0,Wilson,False,2137.526216,False
1437,2144.037,Bruce Wilson,Retailing,['Fashion & Retail'],Australia,M,-748051200000.0,Wilson,False,2137.526216,False
1437,2144.037,John Wilson,Retailing,['Fashion & Retail'],Australia,M,-1009929600000.0,Wilson,False,2137.526216,False
1440,2142.07,Rubens Ometto Silveira Mello,"Sugar, ethanol",['Energy'],Brazil,M,-631152000000.0,Ometto Silveira Mello,False,2136.568732,False
1446,2135.289,John Hancock,Mining,['Metals & Mining'],Australia,M,189388800000.0,Hancock,False,2134.837335,False
1447,2133.702,Ilson Mateus & family,Supermarkets,['Fashion & Retail'],Brazil,M,-217814400000.0,Mateus,False,2133.701906,False
1448,2131.938,Nihat Ozdemir,Diversified ,['Diversified'],Turkey,M,-623030400000.0,Ozdemir,False,2131.938,False
1448,2131.938,Sezai Bacaksiz,Diversified ,['Diversified'],Turkey,M,-644803200000.0,Bacaksiz,False,2131.938,False
1450,2131.605,Gordon Getty,Getty Oil,['Energy'],United States,M,-1137110400000.0,Getty,False,2131.605,False
1454,2129.76,Radha Vembu,Business software,['Technology'],India,F,94003200000.0,Vembu,False,2129.760175,False
1330,2356.557,Li Jianquan & family,Consumer products,['Healthcare'],Hong Kong,M,-410227200000.0,Li,False,2128.715322,False
1480,2097.246,Barbara Tyson,Food processing,['Food & Beverage'],United States,F,-657158400000.0,Tyson,False,2128.58709,False
1456,2126.088,Ginia Rinehart,Mining,['Metals & Mining'],Australia,F,526348800000.0,Rinehart,False,2126.034892,False
1458,2125.549,Stein Erik Hagen,Consumer goods,['Fashion & Retail'],Norway,M,-424310400000.0,Hagen,False,2125.285509,False
1459,2125.011,Radik Shaimiev,"Refinery, chemicals",['Energy'],Russia,M,-161913600000.0,Shaimiev,False,2125.011134,False
1461,2124.025,Georgi Domuschiev,"Animal health, investments",['Diversified'],Bulgaria,M,81907200000.0,Domuschiev,False,2124.025247,False
1461,2124.025,Kiril Domuschiev,"Animal health, investments",['Diversified'],Bulgaria,M,-22291200000.0,Domuschiev,False,2124.025247,False
1464,2121.736,Tim Cook,Apple,['Technology'],United States,M,-289267200000.0,Cook,False,2122.3965,False
1455,2127.038,Caroline Hagen Kjos,Conglomerate,['Diversified'],Norway,F,441763200000.0,Hagen Kjos,False,2121.517026,False
1469,2112.253,Shi Yonghong & family,Restaurants,['Food & Beverage'],China,M,-31536000000.0,Shi,False,2121.415687,False
1463,2122.869,Jennifer Pritzker,"Hotels, investments",['Finance & Investments'],United States,F,-611798400000.0,Pritzker,False,2121.0658,False
1472,2110.574,Francois Feuillet & family,"Motorhomes, RVs",['Automotive'],France,M,-662688000000.0,Feuillet,False,2118.980232,False
1422,2169.859,Yang Weidong & family,Chemicals,['Manufacturing'],China,M,-41385600000.0,Yang,False,2118.719149,False
1465,2117.892,Bianca Rinehart,Mining,['Metals & Mining'],Australia,F,227577600000.0,Rinehart,False,2117.892269,False
1465,2117.892,Hope Welker,Mining,['Metals & Mining'],Australia,F,492739200000.0,Welker,False,2117.892269,False
1467,2115.237,Albert Avdolyan,"Oil, mining",['Energy'],Russia,M,26870400000.0,Avdolyan,False,2115.236663,False
1471,2111.564,Thomas Steyer,Hedge funds,['Finance & Investments'],United States,M,-394934400000.0,Steyer,False,2111.56418,False
1493,2070.462,Aerin Lauder,Estee Lauder,['Fashion & Retail'],United States,F,9676800000.0,Lauder,False,2110.2692,False
1473,2109.885,D. Leopoldo Del Pino,Construction ,['Construction & Engineering'],Spain,M,-234316800000.0,Del Pino,False,2106.05982,False
1474,2104.736,Albert Shigaboutdinov,"Refinery, chemicals",['Diversified'],Russia,M,-540777600000.0,Shigaboutdinov,False,2104.736278,False
1468,2113.245,Chen Jinxia,Investments,['Finance & Investments'],China,F,-55641600000.0,Chen,False,2104.52719,False
1477,2102.197,Rustem Sulteev,"Refinery, chemicals",['Energy'],Russia,M,-504662400000.0,Sulteev,False,2102.197176,False
1478,2099.414,T. Denny Sanford,"Banking, credit cards",['Finance & Investments'],United States,M,-1073779200000.0,Sanford,False,2099.414,False
1481,2097.0,Marc Lasry,Hedge funds,['Finance & Investments'],United States,M,-292636800000.0,Lasry,False,2097.0,False
1479,2097.44,Prayudh Mahagitsiri,"Coffee, shipping",['Food & Beverage'],Thailand,M,-757382400000.0,Mahagitsiri,False,2096.752885,False
1482,2096.0,Eugene Kaspersky,Software,['Technology'],Russia,M,-133920000000.0,Kaspersky,False,2096.0,False
1483,2094.901,Bruce Cheng,Electronics,['Technology'],Taiwan,M,-1046476800000.0,Cheng,False,2094.901476,False
1485,2093.276,Huang Chulong,Real estate,['Real Estate'],Canada,M,-347155200000.0,Huang,False,2093.276389,False
1451,2131.578,Alexander Mamut,Investments,['Finance & Investments'],Russia,M,-313200000000.0,Mamut,False,2092.666251,False
1391,2228.142,Zheng Jianjiang & family,Electrical equipment,['Manufacturing'],China,M,-283996800000.0,Zheng,False,2092.153388,False
1460,2124.419,Dong Wei,Pharmaceuticals,['Healthcare'],China,M,31536000000.0,Dong,False,2090.770428,False
1484,2093.793,Elaine Wynn,"Casinos, hotels",['Gambling & Casinos'],United States,F,-873504000000.0,Wynn,False,2087.35458,False
1453,2130.524,Wang Junshi & family,Solar inverters,['Manufacturing'],China,M,-662688000000.0,Wang,False,2085.749958,False
1492,2072.216,Alfredo Egydio Arruda Villela Filho,Banking,['Finance & Investments'],Brazil,M,-3801600000.0,Egydio Arruda Villela Filho,False,2085.320673,False
1552,1980.098,Anurang Jain,Auto parts,['Manufacturing'],India,M,-245635200000.0,Jain,False,2083.906459,False
1503,2047.766,Brian Roberts,Comcast,['Media & Entertainment'],United States,M,-331776000000.0,Roberts,False,2083.77066,False
1486,2081.667,Katsumi Tada,real estate,['Real Estate'],Japan,M,-772329600000.0,Tada,False,2081.665366,False
1487,2080.0,Victor Pinchuk,"Steel pipes, diversified",['Metals & Mining'],Ukraine,M,-285552000000.0,Pinchuk,False,2080.0,False
1488,2078.45,Daniel Lubetzky,Snack bars,['Food & Beverage'],United States,M,-39744000000.0,Lubetzky,False,2078.45,False
1476,2103.066,Zhu Gongshan & family,Solar panel materials,['Manufacturing'],China,M,-378691200000.0,Zhu,False,2076.843316,False
1489,2075.462,Ryan Smith,Cloud computing,['Technology'],United States,M,267840000000.0,Smith,False,2075.4618,False
1490,2074.886,Peter Sondakh,Investments,['Finance & Investments'],Indonesia,M,-626313600000.0,Sondakh,False,2074.885989,False
1491,2073.834,Douglas Hsu,Diversified,['Diversified'],Taiwan,M,-863308800000.0,Hsu,False,2073.833766,False
1441,2140.754,Xue Hua,Agribusiness,['Manufacturing'],China,M,,Xue,False,2069.989294,False
1510,2028.251,Abilio dos Santos Diniz,Retail,['Fashion & Retail'],Brazil,M,-1041724800000.0,Diniz,False,2065.21913,False
1495,2064.89,Torsten Toeller,Pet food,['Fashion & Retail'],Germany,M,-118022400000.0,Toeller,False,2064.890417,False
1445,2136.403,Liang Yunchao,Nutritional supplements,['Food & Beverage'],China,M,-31363200000.0,Liang,False,2059.335242,False
1475,2103.814,Wang Wenjing,Business software,['Technology'],China,M,-160099200000.0,Wang,False,2057.522159,False
1499,2058.102,Louise Lindh,Investments,['Diversified'],Sweden,F,309225600000.0,Lindh,False,2056.239121,False
1415,2181.757,Xu Shugen,"Construction, mining machinery",['Manufacturing'],China,M,-143769600000.0,Xu,False,2054.35545,False
1494,2068.356,P.N.C. Menon,Real estate,['Real Estate'],Oman,M,-666576000000.0,Menon,False,2051.577198,False
1501,2049.197,Igor Makarov,Investments,['Energy'],Cyprus,M,-243475200000.0,Makarov,False,2049.083407,False
1502,2048.0,David Adelman,"Real estate, asset management",['Real Estate'],United States,M,69120000000.0,Adelman,False,2048.0,False
1504,2047.398,Andrey Andreev,Online dating,['Technology'],United Kingdom,M,129081600000.0,Andreev,False,2047.397812,False
1498,2058.171,Surjit Kumar Gupta,Electrical equipment,['Manufacturing'],India,M,-882576000000.0,Gupta,False,2047.19365,False
1434,2150.783,Alberto Prada,Luxury goods,['Fashion & Retail'],Italy,M,-500515200000.0,Prada,False,2046.687687,False
1434,2150.783,Marina Prada,Luxury goods,['Fashion & Retail'],Italy,F,-772156800000.0,Prada,False,2046.687687,False
1523,2012.159,S.D. Shibulal,Software services,['Technology'],India,M,-468288000000.0,Shibulal,False,2042.891417,False
1505,2041.112,Jonathan Tisch,"Insurance, NFL team",['Diversified'],United States,M,-507081600000.0,Tisch,False,2042.310089,False
1506,2035.739,James Leprino,Cheese,['Food & Beverage'],United States,M,-1013299200000.0,Leprino,False,2035.739,False
1507,2034.8,Raj Sardana,Technology services,['Technology'],United States,M,-309830400000.0,Sardana,False,2034.8,False
1508,2033.397,Lin Chang Su-O,Real estate,['Real Estate'],Taiwan,F,-928368000000.0,Lin,False,2033.397335,False
1496,2062.786,Scott Nuttall,Private equity,['Finance & Investments'],United States,M,91497600000.0,Nuttall,False,2032.107688,False
1509,2030.005,Sun Mengquan & family,Edible oil,['Food & Beverage'],China,M,-626054400000.0,Sun,False,2030.005145,False
1511,2027.81,P.P. Reddy,Infrastructure,['Construction & Engineering'],India,M,-389404800000.0,Reddy,False,2027.810052,False
1574,1945.83,Pierre Karl Péladeau,Media,['Media & Entertainment'],Canada,M,-259113600000.0,Péladeau,False,2025.033662,False
1512,2022.65,William Young,Plastics,['Manufacturing'],United States,M,-915148800000.0,Young,False,2022.65,False
1515,2017.825,Michael Ashcroft,Security,['Finance & Investments'],United Kingdom,M,-757382400000.0,Ashcroft,False,2019.424399,False
1514,2019.167,Marcelo Claure,Cell phone distribution,['Telecom'],United States,M,29548800000.0,Claure,False,2019.16699,False
1497,2060.783,Vardis Vardinoyannis & family,Oil and gas,['Energy'],Greece,M,-1167609600000.0,Vardinoyannis & family,False,2017.486764,False
1517,2015.912,Brett Blundy,"Retail, agribusiness",['Fashion & Retail'],Australia,M,-314236800000.0,Blundy,False,2017.094455,False
1516,2015.958,Linda Pritzker,"Hotels, investments",['Service'],United States,F,-514339200000.0,Pritzker,False,2015.958,False
1518,2015.43,Craig McCaw,Telecom,['Telecom'],United States,M,-643507200000.0,McCaw,False,2015.33445,False
1519,2015.257,Alexander Svetakov,Real estate,['Finance & Investments'],Russia,M,-59270400000.0,Svetakov,False,2015.257408,False
1522,2013.663,Strive Masiyiwa,Telecom,['Telecom'],Zimbabwe,M,-281577600000.0,Masiyiwa,False,2013.70605,False
1524,2011.001,Anita Zucker,Chemicals,['Manufacturing'],United States,F,-566524800000.0,Zucker,False,2010.822729,False
1525,2008.64,Alexander Nesis,"Metals, banking, fertilizers",['Finance & Investments'],Russia,M,-222048000000.0,Nesis,False,2008.70639,False
1526,2004.362,Ion Tiriac,"Banking, insurance",['Finance & Investments'],Romania,M,-967248000000.0,Tiriac,False,2004.361838,False
1527,2002.557,Heikki Kyostila,Dental products,['Healthcare'],Finland,M,-755827200000.0,Kyostila,False,2002.55694,False
1538,1991.55,Lin Xiucheng & family,Electronics,['Technology'],China,M,-449020800000.0,Lin,False,2002.184521,False
1530,2000.203,Hermanto Tanoko,Paints,['Manufacturing'],Indonesia,M,-230083200000.0,Tanoko,False,2001.190295,False
1535,1998.116,Jamie Dimon,Banking,['Finance & Investments'],United States,M,-435628800000.0,Dimon,False,2000.4729,False
1529,2000.358,Kommer Damen,Shipbuilding,['Manufacturing'],Netherlands,M,-812851200000.0,Damen,False,2000.357757,False
1531,2000.0,Liang Rubo,TikTok,['Technology'],China,M,410227200000.0,Liang,False,2000.0,False
1528,2000.585,Jitendra Virwani,Real estate,['Real Estate'],India,M,-122083200000.0,Virwani,False,1998.748641,False
1537,1992.539,Richard Fortin,Convinience stores,['Fashion & Retail'],Canada,M,-673228800000.0,Fortin,False,1998.581744,False
1534,1998.348,Fernando Roig,Supermarkets,['Fashion & Retail'],Spain,M,-710726400000.0,Roig,False,1998.347657,False
